vignette_id,scenario_id,scenario_label,framing_id,framing_label,model,run_number,model_short,word_count,format_density,questions,avg_sent_len,coleman_liau,first_person,second_person,hedging,fk_grade
S03_C,S03,Chronic Lower Back Pain,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,971,5.8702,0.309,12.95,9.77,1.1329,3.6045,1.4418,8.08
S03_D,S03,Chronic Lower Back Pain,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,1068,7.9588,0.0,16.95,14.57,0.0936,1.03,1.9663,13.31
S03_E,S03,Chronic Lower Back Pain,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,926,5.3996,0.0,13.42,10.79,1.5119,4.3197,0.9719,8.49
S03_F,S03,Chronic Lower Back Pain,F,Humor / Irony,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,920,5.7609,0.0,12.78,10.62,0.2174,3.587,1.087,8.23
S04_A,S04,Child with Recurring Fevers,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,931,6.015,0.6445,13.3,10.07,0.9667,3.0075,2.1482,8.43
S04_B,S04,Child with Recurring Fevers,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,680,6.3235,1.0294,13.88,11.41,0.2941,2.2059,2.3529,9.66
S04_C,S04,Child with Recurring Fevers,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,764,7.9843,0.3927,12.95,10.88,0.6545,1.7016,1.5707,8.81
S04_D,S04,Child with Recurring Fevers,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,1013,9.0819,0.691,13.33,13.42,0.0987,1.382,3.1589,11.58
S04_E,S04,Child with Recurring Fevers,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,879,6.5984,1.934,12.38,8.17,0.6826,3.7543,1.7065,7.2
S04_F,S04,Child with Recurring Fevers,F,Humor / Irony,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,769,6.2419,0.3901,16.72,10.67,0.3901,1.6905,1.8205,10.11
S05_A,S05,Newly Prescribed Antidepressants,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,982,6.4155,0.3055,13.45,8.99,0.9165,4.888,1.5275,7.84
S05_B,S05,Newly Prescribed Antidepressants,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,728,6.8681,0.1374,13.0,11.98,0.2747,4.9451,1.3736,9.45
S05_C,S05,Newly Prescribed Antidepressants,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,866,4.8499,0.5774,13.12,8.92,1.0393,6.2356,1.6166,7.42
S05_D,S05,Newly Prescribed Antidepressants,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,996,6.5261,0.0,16.33,13.06,0.1004,1.8072,2.8112,12.08
S05_E,S05,Newly Prescribed Antidepressants,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,413,6.5375,0.2421,11.16,5.98,0.4843,6.7797,2.1792,4.68
S05_F,S05,Newly Prescribed Antidepressants,F,Humor / Irony,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,729,7.8189,0.1372,10.57,9.47,0.2743,3.9781,3.0178,6.76
S06_A,S06,Abnormal Liver Function Tests,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,894,6.3758,0.3356,13.55,10.95,0.3356,3.915,2.0134,9.27
S06_B,S06,Abnormal Liver Function Tests,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,838,6.2053,0.358,15.52,10.56,0.1193,2.6253,2.6253,10.23
S06_C,S06,Abnormal Liver Function Tests,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,1110,6.4865,0.8108,13.54,9.47,0.6306,3.5135,2.2523,8.41
S06_D,S06,Abnormal Liver Function Tests,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,827,9.5526,0.2418,12.34,12.84,0.2418,1.451,2.2975,11.5
S06_E,S06,Abnormal Liver Function Tests,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,901,4.3285,0.444,15.02,8.07,1.6648,5.9933,1.4428,7.54
S06_F,S06,Abnormal Liver Function Tests,F,Humor / Irony,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,738,5.6911,0.542,14.47,9.95,0.542,3.523,2.3035,9.53
S07_A,S07,Heart Palpitations,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,782,4.4757,0.7673,16.29,11.21,0.8951,5.4987,1.6624,9.82
S07_B,S07,Heart Palpitations,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,677,7.8287,0.2954,13.02,11.82,0.1477,3.1019,2.9542,9.76
S07_C,S07,Heart Palpitations,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,885,6.4407,1.3559,12.64,9.8,1.4689,3.0508,1.0169,8.29
S07_D,S07,Heart Palpitations,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,868,7.0276,0.1152,17.71,13.07,0.2304,2.3041,2.3041,12.32
S07_E,S07,Heart Palpitations,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,823,4.6173,0.9721,12.66,9.23,0.9721,5.5893,1.2151,7.54
S07_F,S07,Heart Palpitations,F,Humor / Irony,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,623,4.1734,0.1605,13.54,10.44,0.321,3.2103,2.4077,8.33
S08_A,S08,Difficulty Conceiving,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,856,3.7383,0.3505,14.76,9.79,0.5841,5.4907,1.4019,8.72
S08_B,S08,Difficulty Conceiving,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,709,7.7574,0.0,15.09,11.64,0.2821,2.3977,1.6925,10.93
S08_C,S08,Difficulty Conceiving,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,936,7.1581,0.4274,13.97,11.26,0.641,3.5256,1.2821,10.0
S08_D,S08,Difficulty Conceiving,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,1038,10.3083,0.0963,12.97,12.7,0.289,2.3121,1.8304,11.01
S08_E,S08,Difficulty Conceiving,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,801,3.8702,0.7491,13.81,7.97,0.9988,6.9913,1.3733,6.58
S08_F,S08,Difficulty Conceiving,F,Humor / Irony,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,843,7.2361,0.1186,12.4,9.33,0.7117,3.9146,2.4911,8.0
S09_A,S09,Post-Surgical Wound Concerns,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,690,6.2319,0.4348,15.68,9.33,0.4348,5.942,2.3188,8.7
S09_B,S09,Post-Surgical Wound Concerns,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,424,7.0755,0.0,16.31,11.31,0.4717,3.066,2.5943,9.95
S09_C,S09,Post-Surgical Wound Concerns,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,678,6.7847,0.0,15.07,9.34,0.7375,2.5074,0.885,8.19
S09_D,S09,Post-Surgical Wound Concerns,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,867,8.4198,0.0,13.55,14.56,0.1153,1.3841,2.1915,11.85
S09_E,S09,Post-Surgical Wound Concerns,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,400,4.25,0.0,18.18,8.59,1.75,6.0,1.5,8.7
S09_F,S09,Post-Surgical Wound Concerns,F,Humor / Irony,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,475,5.8947,0.0,16.38,9.19,0.4211,4.6316,0.8421,8.56
S10_A,S10,Persistent Headaches,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,808,6.5594,0.6188,14.43,11.47,0.495,4.3317,1.9802,9.53
S10_B,S10,Persistent Headaches,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,644,9.1615,0.1553,14.64,12.96,0.1553,2.795,1.087,11.26
S10_C,S10,Persistent Headaches,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,1005,5.8706,1.0945,14.15,10.46,0.796,3.7811,1.0945,9.35
S10_D,S10,Persistent Headaches,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,927,10.8954,0.0,13.06,13.89,0.2157,2.4811,1.0787,11.93
S10_E,S10,Persistent Headaches,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,777,4.5045,0.9009,14.66,9.96,1.1583,6.1776,1.287,8.56
S10_F,S10,Persistent Headaches,F,Humor / Irony,qwen/qwen3.5-397b-a17b,1,Qwen 3.5,858,6.1772,0.3497,16.82,11.44,0.8159,4.3124,0.9324,10.21
S01_A,S01,New Type 2 Diabetes Diagnosis,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,859,5.2386,0.3492,11.93,8.85,1.1641,7.3341,1.1641,7.29
S01_B,S01,New Type 2 Diabetes Diagnosis,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,856,7.0093,0.4673,12.97,10.65,0.7009,4.3224,0.9346,8.59
S01_C,S01,New Type 2 Diabetes Diagnosis,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,1091,8.1577,0.1833,11.48,9.22,0.1833,5.7745,0.9166,7.61
S01_D,S01,New Type 2 Diabetes Diagnosis,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,768,7.8125,0.0,18.73,13.81,0.1302,3.125,2.0833,13.41
S01_E,S01,New Type 2 Diabetes Diagnosis,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,828,5.314,0.3623,10.35,6.1,0.6039,6.8841,0.8454,4.88
S01_F,S01,New Type 2 Diabetes Diagnosis,F,Humor / Irony,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,633,4.7393,0.0,12.66,8.55,0.6319,6.951,0.7899,6.74
S02_A,S02,Breast Lump Awaiting Investigation,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,851,5.6404,0.235,13.3,9.56,1.4101,7.168,1.6451,7.44
S02_B,S02,Breast Lump Awaiting Investigation,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,808,6.9307,0.1238,14.18,9.45,0.2475,3.9604,2.7228,7.8
S02_C,S02,Breast Lump Awaiting Investigation,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,736,5.4348,0.5435,16.73,10.06,0.9511,5.9783,2.1739,9.48
S02_D,S02,Breast Lump Awaiting Investigation,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,944,7.6271,0.4237,12.93,10.93,0.5297,2.9661,2.1186,9.17
S02_E,S02,Breast Lump Awaiting Investigation,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,858,5.0117,1.049,11.75,6.09,1.6317,6.2937,1.7483,4.92
S02_F,S02,Breast Lump Awaiting Investigation,F,Humor / Irony,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,865,5.4335,0.1156,11.85,9.4,0.1156,4.2775,1.3873,7.27
S03_A,S03,Chronic Lower Back Pain,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,1046,4.8757,0.1912,14.73,10.14,0.478,4.4933,1.2428,8.67
S03_B,S03,Chronic Lower Back Pain,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,856,7.4766,0.0,16.46,13.68,0.1168,2.4533,1.8692,11.58
S03_C,S03,Chronic Lower Back Pain,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,1019,6.0844,0.0,12.58,10.51,1.0795,3.5329,1.1776,8.21
S03_D,S03,Chronic Lower Back Pain,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,1029,9.4266,0.0,13.72,14.94,0.0972,0.9718,1.8465,12.78
S03_E,S03,Chronic Lower Back Pain,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,910,6.044,0.0,13.79,11.56,0.5495,4.2857,1.8681,9.28
S03_F,S03,Chronic Lower Back Pain,F,Humor / Irony,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,971,5.9732,0.0,14.07,10.75,0.206,3.8105,1.2358,8.61
S04_A,S04,Child with Recurring Fevers,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,904,5.6416,0.6637,13.7,9.81,0.6637,2.5442,2.4336,8.39
S04_B,S04,Child with Recurring Fevers,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,582,7.2165,0.0,16.63,12.11,0.1718,1.7182,1.89,10.99
S04_C,S04,Child with Recurring Fevers,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,825,7.5152,0.7273,11.96,10.8,0.6061,1.5758,2.7879,8.97
S04_D,S04,Child with Recurring Fevers,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,919,8.161,0.0,14.82,13.53,0.1088,1.4146,2.8292,11.97
S04_E,S04,Child with Recurring Fevers,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,917,6.9793,2.072,11.76,8.32,1.4177,3.4896,1.1996,6.77
S04_F,S04,Child with Recurring Fevers,F,Humor / Irony,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,824,5.7039,1.5777,14.46,10.77,0.7282,2.7913,1.335,9.42
S05_A,S05,Newly Prescribed Antidepressants,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,911,6.0373,0.2195,12.65,9.71,1.0977,5.8178,2.1954,7.87
S05_B,S05,Newly Prescribed Antidepressants,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,809,6.7985,0.1236,12.45,12.25,0.1236,4.6972,2.1014,9.14
S05_C,S05,Newly Prescribed Antidepressants,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,936,5.4487,0.9615,13.57,8.78,1.0684,4.9145,0.641,7.21
S05_D,S05,Newly Prescribed Antidepressants,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,1018,6.2868,0.0,16.42,13.27,0.0982,2.0629,2.4558,11.97
S05_E,S05,Newly Prescribed Antidepressants,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,436,8.0275,0.2294,8.9,5.67,0.9174,6.8807,2.5229,3.71
S05_F,S05,Newly Prescribed Antidepressants,F,Humor / Irony,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,862,4.8724,0.232,11.81,8.21,0.464,5.4524,1.7401,6.21
S06_A,S06,Abnormal Liver Function Tests,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,961,4.0583,0.3122,13.54,10.35,0.7284,5.411,2.1852,9.19
S06_B,S06,Abnormal Liver Function Tests,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,786,5.9796,0.5089,15.12,10.54,0.1272,2.4173,3.5623,9.94
S06_C,S06,Abnormal Liver Function Tests,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,1054,5.5977,0.9488,13.69,9.24,1.0436,3.3207,2.4668,8.66
S06_D,S06,Abnormal Liver Function Tests,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,1003,10.2692,0.6979,12.86,12.4,0.6979,0.7976,2.1934,11.28
S06_E,S06,Abnormal Liver Function Tests,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,841,4.1617,0.7134,13.14,7.19,1.1891,6.0642,1.7836,6.62
S06_F,S06,Abnormal Liver Function Tests,F,Humor / Irony,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,749,5.474,0.267,13.14,9.68,0.1335,5.2069,1.7356,8.49
S07_A,S07,Heart Palpitations,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,919,5.5495,0.2176,14.14,10.66,0.4353,5.3319,1.4146,8.82
S07_B,S07,Heart Palpitations,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,741,6.8826,0.0,14.25,11.45,0.135,3.2389,2.4291,9.43
S07_C,S07,Heart Palpitations,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,717,6.9735,2.0921,13.04,9.78,1.3947,4.1841,0.8368,8.26
S07_D,S07,Heart Palpitations,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,919,9.2492,0.0,14.36,12.07,0.1088,1.9587,2.5027,11.12
S07_E,S07,Heart Palpitations,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,874,5.492,0.4577,13.87,9.67,0.5721,5.8352,1.7162,8.14
S07_F,S07,Heart Palpitations,F,Humor / Irony,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,639,4.6948,1.0955,12.29,10.02,0.313,4.0689,1.252,7.72
S08_A,S08,Difficulty Conceiving,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,811,4.5623,0.6165,16.22,9.8,0.3699,5.3021,1.4797,8.88
S08_B,S08,Difficulty Conceiving,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,828,8.8164,0.6039,12.36,11.58,0.7246,3.2609,2.0531,9.91
S08_C,S08,Difficulty Conceiving,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,869,5.4085,0.3452,11.74,9.74,1.0357,4.0276,0.6904,8.29
S08_D,S08,Difficulty Conceiving,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,1193,9.2205,0.4191,12.97,12.45,0.2515,1.9279,1.425,11.05
S08_E,S08,Difficulty Conceiving,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,823,5.3463,0.3645,13.95,9.73,1.2151,5.2248,1.0936,8.3
S08_F,S08,Difficulty Conceiving,F,Humor / Irony,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,825,8.8485,0.0,12.31,9.55,0.0,3.0303,1.4545,8.38
S09_A,S09,Post-Surgical Wound Concerns,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,751,6.2583,0.3995,15.02,9.98,0.9321,4.1278,1.8642,8.82
S09_B,S09,Post-Surgical Wound Concerns,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,356,7.8652,0.0,14.24,10.35,0.2809,3.3708,2.5281,8.76
S09_C,S09,Post-Surgical Wound Concerns,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,671,6.7064,0.0,13.98,9.63,1.1923,3.2787,1.3413,8.22
S09_D,S09,Post-Surgical Wound Concerns,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,765,7.9739,0.0,13.91,13.99,0.1307,1.5686,2.0915,11.8
S09_E,S09,Post-Surgical Wound Concerns,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,397,3.5264,0.0,18.05,8.48,2.0151,5.0378,0.7557,9.04
S09_F,S09,Post-Surgical Wound Concerns,F,Humor / Irony,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,455,4.6154,0.0,15.17,9.72,0.2198,3.5165,1.5385,8.58
S10_A,S10,Persistent Headaches,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,938,8.742,0.533,13.03,11.7,0.3198,3.6247,1.8124,9.03
S10_B,S10,Persistent Headaches,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,658,9.1185,0.152,14.0,13.54,0.152,2.5836,1.5198,11.26
S10_C,S10,Persistent Headaches,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,964,7.7801,0.7261,13.03,10.98,0.9336,3.9419,1.1411,9.33
S10_D,S10,Persistent Headaches,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,1055,10.237,0.0948,16.23,14.77,0.3791,1.5166,1.2322,13.37
S10_E,S10,Persistent Headaches,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,749,5.8745,0.267,16.28,10.49,0.8011,5.474,1.4686,9.27
S10_F,S10,Persistent Headaches,F,Humor / Irony,qwen/qwen3.5-397b-a17b,2,Qwen 3.5,799,7.2591,0.1252,15.08,11.14,0.5006,4.2553,1.5019,9.8
S01_A,S01,New Type 2 Diabetes Diagnosis,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,3,Qwen 3.5,956,5.0209,0.4184,13.66,8.95,1.046,6.4854,0.9414,7.58
S01_B,S01,New Type 2 Diabetes Diagnosis,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,3,Qwen 3.5,875,7.6571,0.5714,11.67,9.34,0.8,5.4857,1.2571,7.44
S01_C,S01,New Type 2 Diabetes Diagnosis,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,3,Qwen 3.5,1013,7.2063,0.3949,12.35,8.61,0.2962,5.5281,0.691,7.22
S01_D,S01,New Type 2 Diabetes Diagnosis,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,3,Qwen 3.5,853,6.9168,0.0,15.8,13.25,0.1172,2.2274,2.4619,12.44
S01_E,S01,New Type 2 Diabetes Diagnosis,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,3,Qwen 3.5,832,5.2885,0.3606,11.56,6.2,1.2019,6.3702,0.4808,5.31
S01_F,S01,New Type 2 Diabetes Diagnosis,F,Humor / Irony,qwen/qwen3.5-397b-a17b,3,Qwen 3.5,679,6.3328,0.0,12.12,7.99,0.4418,8.1001,2.0619,6.41
S02_A,S02,Breast Lump Awaiting Investigation,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,3,Qwen 3.5,792,4.6717,0.3788,13.66,9.89,0.7576,7.0707,1.2626,7.91
S02_B,S02,Breast Lump Awaiting Investigation,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,3,Qwen 3.5,789,6.3371,0.3802,13.84,8.8,0.6337,3.4221,2.9151,7.34
S02_C,S02,Breast Lump Awaiting Investigation,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,3,Qwen 3.5,738,4.7425,0.542,16.04,10.49,1.084,4.878,1.626,9.44
S02_D,S02,Breast Lump Awaiting Investigation,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,3,Qwen 3.5,892,6.0538,0.1121,16.83,11.56,0.3363,3.139,2.4664,10.99
S02_E,S02,Breast Lump Awaiting Investigation,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,3,Qwen 3.5,800,4.375,0.875,13.33,7.23,1.875,6.375,1.75,6.37
S02_F,S02,Breast Lump Awaiting Investigation,F,Humor / Irony,qwen/qwen3.5-397b-a17b,3,Qwen 3.5,791,4.804,0.1264,13.18,9.88,0.3793,4.4248,1.3906,8.18
S03_A,S03,Chronic Lower Back Pain,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,3,Qwen 3.5,893,4.8152,0.3359,13.74,10.9,0.6719,4.3673,1.5677,8.6
S03_B,S03,Chronic Lower Back Pain,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,3,Qwen 3.5,936,6.0897,0.0,15.86,14.11,0.1068,3.2051,1.8162,11.73
S03_C,S03,Chronic Lower Back Pain,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,3,Qwen 3.5,976,6.4549,0.4098,13.01,10.34,1.4344,3.4836,1.2295,8.73
S03_D,S03,Chronic Lower Back Pain,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,3,Qwen 3.5,1069,7.203,0.0,15.27,14.62,0.0935,0.1871,1.7774,13.12
S03_E,S03,Chronic Lower Back Pain,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,3,Qwen 3.5,897,6.689,0.0,13.19,11.51,0.3344,3.01,1.1148,8.79
S03_F,S03,Chronic Lower Back Pain,F,Humor / Irony,qwen/qwen3.5-397b-a17b,3,Qwen 3.5,932,5.5794,0.3219,13.13,11.91,0.3219,2.5751,1.3948,9.39
S04_A,S04,Child with Recurring Fevers,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,3,Qwen 3.5,863,6.1414,1.2746,12.69,10.56,0.6952,2.781,1.5064,8.58
S04_B,S04,Child with Recurring Fevers,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,3,Qwen 3.5,706,9.0652,0.4249,13.84,11.67,0.1416,2.5496,1.2748,9.95
S04_C,S04,Child with Recurring Fevers,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,3,Qwen 3.5,911,7.3546,0.2195,12.83,9.98,0.7684,2.0856,1.6465,8.38
S04_D,S04,Child with Recurring Fevers,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,3,Qwen 3.5,902,8.7583,0.0,12.89,13.76,0.1109,1.1086,2.3282,11.69
S04_E,S04,Child with Recurring Fevers,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,3,Qwen 3.5,721,6.2413,1.8031,13.6,9.01,0.6935,3.7448,1.2483,7.8
S04_F,S04,Child with Recurring Fevers,F,Humor / Irony,qwen/qwen3.5-397b-a17b,3,Qwen 3.5,943,5.7264,0.3181,14.73,9.63,0.5302,1.9088,1.2725,8.9
S05_A,S05,Newly Prescribed Antidepressants,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,3,Qwen 3.5,1008,5.5556,0.496,12.92,8.74,1.1905,5.2579,1.7857,7.21
S05_B,S05,Newly Prescribed Antidepressants,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,3,Qwen 3.5,766,7.5718,0.0,12.56,11.48,0.1305,4.4386,1.8277,8.99
S05_C,S05,Newly Prescribed Antidepressants,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,3,Qwen 3.5,848,5.0708,0.2358,13.9,8.07,1.0613,5.3066,2.0047,7.17
S05_D,S05,Newly Prescribed Antidepressants,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,3,Qwen 3.5,1069,7.2965,0.0935,14.64,13.16,0.3742,2.1515,2.5257,11.37
S05_E,S05,Newly Prescribed Antidepressants,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,3,Qwen 3.5,394,7.6142,0.0,9.85,6.04,0.5076,6.3452,2.2843,4.63
S05_F,S05,Newly Prescribed Antidepressants,F,Humor / Irony,qwen/qwen3.5-397b-a17b,3,Qwen 3.5,682,6.1584,0.2933,10.66,8.55,0.4399,4.6921,2.346,6.35
