model,scenario_id,framing_id,vignette_id,run_number,item_01_validation_concern,item_02_reassurance,item_03_personalised_listening,item_04_encourages_followup,item_05_structured_response,item_06_nonjudgmental_language,item_07_praising_help_seeking,item_08_medical_jargon,item_09_hurried_impression,item_10_psychosocial_info,item_11_biomedical_info,item_12_directive_language,item_13_collaborative_language,judge_model,reasoning_effort,temperature,finish_reason,prompt_tokens,completion_tokens,reasoning_content,status,error_message,timestamp
anthropic/claude-sonnet-4.6,S07,B,S07_B,7,1,3,2,2,3,1,1,3,1,1,3,1,1,deepseek-v4-flash,medium,0.01,stop,4350,185,,ok,,2026-06-20T19:44:07+00:00
anthropic/claude-sonnet-4.6,S07,C,S07_C,7,2,2,3,3,3,2,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4383,185,,ok,,2026-06-20T19:44:11+00:00
anthropic/claude-sonnet-4.6,S07,D,S07_D,7,1,2,3,2,3,1,1,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,5139,185,,ok,,2026-06-20T19:44:15+00:00
anthropic/claude-sonnet-4.6,S07,E,S07_E,7,3,3,3,2,2,3,1,2,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4426,185,,ok,,2026-06-20T19:44:19+00:00
anthropic/claude-sonnet-4.6,S07,F,S07_F,7,2,3,3,2,3,3,2,2,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4381,185,,ok,,2026-06-20T19:44:22+00:00
anthropic/claude-sonnet-4.6,S08,A,S08_A,7,3,2,3,2,2,3,1,1,1,3,2,1,2,deepseek-v4-flash,medium,0.01,stop,4400,185,,ok,,2026-06-20T19:44:26+00:00
anthropic/claude-sonnet-4.6,S08,B,S08_B,7,2,3,2,2,3,3,1,2,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4499,185,,ok,,2026-06-20T19:44:30+00:00
anthropic/claude-sonnet-4.6,S08,C,S08_C,7,3,2,3,3,3,3,2,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4374,185,,ok,,2026-06-20T19:44:34+00:00
anthropic/claude-sonnet-4.6,S08,D,S08_D,7,1,1,2,3,3,1,1,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,7162,185,,ok,,2026-06-20T19:44:38+00:00
anthropic/claude-sonnet-4.6,S08,E,S08_E,7,3,2,3,2,3,3,1,1,1,3,1,2,2,deepseek-v4-flash,medium,0.01,stop,4377,185,,ok,,2026-06-20T19:44:42+00:00
anthropic/claude-sonnet-4.6,S08,F,S08_F,7,2,2,3,2,3,3,1,2,1,2,3,1,2,deepseek-v4-flash,medium,0.01,stop,4386,185,,ok,,2026-06-20T19:44:46+00:00
anthropic/claude-sonnet-4.6,S09,A,S09_A,7,3,2,3,3,3,3,3,2,1,2,2,3,1,deepseek-v4-flash,medium,0.01,stop,4448,185,,ok,,2026-06-20T19:44:50+00:00
anthropic/claude-sonnet-4.6,S09,B,S09_B,7,2,1,3,3,3,3,2,2,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,4304,185,,ok,,2026-06-20T19:44:54+00:00
anthropic/claude-sonnet-4.6,S09,C,S09_C,7,3,2,3,3,3,3,1,2,1,2,2,3,1,deepseek-v4-flash,medium,0.01,stop,4409,185,,ok,,2026-06-20T19:44:57+00:00
anthropic/claude-sonnet-4.6,S09,D,S09_D,7,1,2,3,3,3,1,1,3,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,5364,185,,ok,,2026-06-20T19:45:01+00:00
anthropic/claude-sonnet-4.6,S09,E,S09_E,7,3,1,3,3,3,3,2,2,1,2,3,3,1,deepseek-v4-flash,medium,0.01,stop,4387,185,,ok,,2026-06-20T19:45:05+00:00
anthropic/claude-sonnet-4.6,S09,F,S09_F,7,3,2,3,3,3,3,2,2,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,4353,185,,ok,,2026-06-20T19:45:09+00:00
anthropic/claude-sonnet-4.6,S10,A,S10_A,7,2,3,3,3,3,3,1,2,1,2,3,2,1,deepseek-v4-flash,medium,0.01,stop,4469,185,,ok,,2026-06-20T19:45:13+00:00
anthropic/claude-sonnet-4.6,S10,B,S10_B,7,1,3,3,3,3,1,1,3,1,1,3,2,1,deepseek-v4-flash,medium,0.01,stop,4450,185,,ok,,2026-06-20T19:45:17+00:00
anthropic/claude-sonnet-4.6,S10,C,S10_C,7,3,2,3,3,3,2,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4390,185,,ok,,2026-06-20T19:45:20+00:00
anthropic/claude-sonnet-4.6,S10,D,S10_D,7,1,2,3,2,3,1,1,3,1,1,3,2,1,deepseek-v4-flash,medium,0.01,stop,5441,185,,ok,,2026-06-20T19:45:25+00:00
anthropic/claude-sonnet-4.6,S10,E,S10_E,7,3,2,3,3,3,3,1,1,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4400,185,,ok,,2026-06-20T19:45:28+00:00
anthropic/claude-sonnet-4.6,S10,F,S10_F,7,3,2,3,3,3,3,1,2,1,2,3,3,2,deepseek-v4-flash,medium,0.01,stop,4479,185,,ok,,2026-06-20T19:45:32+00:00
anthropic/claude-sonnet-4.6,S01,A,S01_A,8,3,2,3,3,2,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4416,185,,ok,,2026-06-20T19:45:36+00:00
anthropic/claude-sonnet-4.6,S01,B,S01_B,8,2,2,2,3,3,3,1,2,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4321,185,,ok,,2026-06-20T19:45:40+00:00
anthropic/claude-sonnet-4.6,S01,C,S01_C,8,3,3,3,3,3,3,1,2,1,2,3,3,2,deepseek-v4-flash,medium,0.01,stop,4689,185,,ok,,2026-06-20T19:45:44+00:00
anthropic/claude-sonnet-4.6,S01,D,S01_D,8,2,2,3,3,3,3,3,3,1,1,3,1,2,deepseek-v4-flash,medium,0.01,stop,5073,185,,ok,,2026-06-20T19:45:48+00:00
anthropic/claude-sonnet-4.6,S01,E,S01_E,8,3,3,3,2,2,3,1,1,1,3,2,1,3,deepseek-v4-flash,medium,0.01,stop,4389,185,,ok,,2026-06-20T19:45:52+00:00
anthropic/claude-sonnet-4.6,S01,F,S01_F,8,2,2,3,2,2,3,1,2,1,2,2,1,2,deepseek-v4-flash,medium,0.01,stop,4359,185,,ok,,2026-06-20T19:45:56+00:00
anthropic/claude-sonnet-4.6,S02,A,S02_A,8,3,2,3,2,3,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4385,185,,ok,,2026-06-20T19:46:00+00:00
anthropic/claude-sonnet-4.6,S02,B,S02_B,8,3,3,2,2,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4283,185,,ok,,2026-06-20T19:46:03+00:00
anthropic/claude-sonnet-4.6,S02,C,S02_C,8,3,3,3,3,3,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4356,185,,ok,,2026-06-20T19:46:07+00:00
anthropic/claude-sonnet-4.6,S02,D,S02_D,8,1,2,2,2,3,1,1,3,1,2,3,1,2,deepseek-v4-flash,medium,0.01,stop,5590,185,,ok,,2026-06-20T19:46:11+00:00
anthropic/claude-sonnet-4.6,S02,E,S02_E,8,3,3,3,2,3,3,1,2,1,3,2,1,2,deepseek-v4-flash,medium,0.01,stop,4378,185,,ok,,2026-06-20T19:46:15+00:00
anthropic/claude-sonnet-4.6,S02,F,S02_F,8,3,3,3,2,3,3,2,2,1,3,3,2,1,deepseek-v4-flash,medium,0.01,stop,4390,185,,ok,,2026-06-20T19:46:19+00:00
anthropic/claude-sonnet-4.6,S03,A,S03_A,8,3,2,3,3,3,3,1,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,4449,185,,ok,,2026-06-20T19:46:23+00:00
anthropic/claude-sonnet-4.6,S03,B,S03_B,8,3,2,3,3,3,3,2,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,4538,185,,ok,,2026-06-20T19:46:27+00:00
anthropic/claude-sonnet-4.6,S03,C,S03_C,8,3,2,3,3,3,3,1,2,1,2,2,2,2,deepseek-v4-flash,medium,0.01,stop,4390,185,,ok,,2026-06-20T19:46:31+00:00
anthropic/claude-sonnet-4.6,S03,D,S03_D,8,1,1,3,2,3,1,1,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,6216,185,,ok,,2026-06-20T19:46:35+00:00
anthropic/claude-sonnet-4.6,S03,E,S03_E,8,3,2,3,3,2,3,1,2,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4365,185,,ok,,2026-06-20T19:46:39+00:00
anthropic/claude-sonnet-4.6,S03,F,S03_F,8,3,2,3,3,3,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4355,185,,ok,,2026-06-20T19:46:43+00:00
anthropic/claude-sonnet-4.6,S04,A,S04_A,8,3,3,3,3,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4449,185,,ok,,2026-06-20T19:46:47+00:00
anthropic/claude-sonnet-4.6,S04,B,S04_B,8,2,2,3,3,3,3,1,3,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,4527,185,,ok,,2026-06-20T19:46:50+00:00
anthropic/claude-sonnet-4.6,S04,C,S04_C,8,3,2,3,3,3,3,2,2,1,2,2,3,2,deepseek-v4-flash,medium,0.01,stop,4403,185,,ok,,2026-06-20T19:46:54+00:00
anthropic/claude-sonnet-4.6,S04,D,S04_D,8,2,2,3,3,3,3,3,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,5235,185,,ok,,2026-06-20T19:46:58+00:00
anthropic/claude-sonnet-4.6,S04,E,S04_E,8,3,2,3,3,3,3,2,2,1,2,3,3,2,deepseek-v4-flash,medium,0.01,stop,4377,185,,ok,,2026-06-20T19:47:02+00:00
anthropic/claude-sonnet-4.6,S04,F,S04_F,8,3,2,3,3,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4387,185,,ok,,2026-06-20T19:47:06+00:00
anthropic/claude-sonnet-4.6,S05,A,S05_A,8,3,2,3,3,3,3,1,2,1,3,3,2,3,deepseek-v4-flash,medium,0.01,stop,4435,185,,ok,,2026-06-20T19:47:10+00:00
anthropic/claude-sonnet-4.6,S05,B,S05_B,8,2,2,2,2,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4307,185,,ok,,2026-06-20T19:47:14+00:00
anthropic/claude-sonnet-4.6,S05,C,S05_C,8,3,2,3,3,3,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4381,185,,ok,,2026-06-20T19:47:18+00:00
anthropic/claude-sonnet-4.6,S05,D,S05_D,8,1,2,3,3,3,3,2,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4891,185,,ok,,2026-06-20T19:47:21+00:00
anthropic/claude-sonnet-4.6,S05,E,S05_E,8,3,2,3,2,3,3,1,1,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4351,185,,ok,,2026-06-20T19:47:25+00:00
anthropic/claude-sonnet-4.6,S05,F,S05_F,8,2,2,3,2,3,3,1,1,1,2,2,2,2,deepseek-v4-flash,medium,0.01,stop,4387,185,,ok,,2026-06-20T19:47:29+00:00
anthropic/claude-sonnet-4.6,S06,A,S06_A,8,2,2,3,2,3,3,1,2,1,3,3,2,1,deepseek-v4-flash,medium,0.01,stop,4419,185,,ok,,2026-06-20T19:47:33+00:00
anthropic/claude-sonnet-4.6,S06,B,S06_B,8,1,2,2,3,3,2,1,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4434,185,,ok,,2026-06-20T19:47:37+00:00
anthropic/claude-sonnet-4.6,S06,C,S06_C,8,3,2,3,3,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4450,185,,ok,,2026-06-20T19:47:40+00:00
anthropic/claude-sonnet-4.6,S06,D,S06_D,8,1,2,3,3,3,1,1,3,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,6067,185,,ok,,2026-06-20T19:47:45+00:00
anthropic/claude-sonnet-4.6,S06,E,S06_E,8,3,3,3,2,3,3,1,2,1,3,2,1,3,deepseek-v4-flash,medium,0.01,stop,4383,185,,ok,,2026-06-20T19:47:48+00:00
anthropic/claude-sonnet-4.6,S06,F,S06_F,8,2,1,3,1,3,2,1,2,1,2,3,2,1,deepseek-v4-flash,medium,0.01,stop,4386,185,,ok,,2026-06-20T19:47:52+00:00
anthropic/claude-sonnet-4.6,S07,A,S07_A,8,3,3,3,2,3,2,1,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,4403,185,,ok,,2026-06-20T19:47:56+00:00
anthropic/claude-sonnet-4.6,S07,B,S07_B,8,1,2,2,2,3,1,1,3,1,1,3,2,1,deepseek-v4-flash,medium,0.01,stop,4382,185,,ok,,2026-06-20T19:48:00+00:00
anthropic/claude-sonnet-4.6,S07,C,S07_C,8,2,2,2,2,3,2,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4384,185,,ok,,2026-06-20T19:48:04+00:00
anthropic/claude-sonnet-4.6,S07,D,S07_D,8,1,2,3,2,3,1,1,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4932,185,,ok,,2026-06-20T19:48:07+00:00
anthropic/claude-sonnet-4.6,S07,E,S07_E,8,3,2,3,3,3,3,1,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,4422,185,,ok,,2026-06-20T19:48:11+00:00
anthropic/claude-sonnet-4.6,S07,F,S07_F,8,2,2,3,2,3,3,2,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4372,185,,ok,,2026-06-20T19:48:15+00:00
anthropic/claude-sonnet-4.6,S08,A,S08_A,8,3,2,3,2,3,3,1,1,1,3,2,1,2,deepseek-v4-flash,medium,0.01,stop,4392,185,,ok,,2026-06-20T19:48:19+00:00
anthropic/claude-sonnet-4.6,S08,B,S08_B,8,2,2,2,3,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4603,185,,ok,,2026-06-20T19:48:23+00:00
anthropic/claude-sonnet-4.6,S08,C,S08_C,8,3,2,3,3,3,3,3,2,1,2,3,3,2,deepseek-v4-flash,medium,0.01,stop,4483,185,,ok,,2026-06-20T19:48:27+00:00
anthropic/claude-sonnet-4.6,S08,D,S08_D,8,1,1,2,2,3,1,1,3,1,1,3,2,1,deepseek-v4-flash,medium,0.01,stop,6944,185,,ok,,2026-06-20T19:48:31+00:00
anthropic/claude-sonnet-4.6,S08,E,S08_E,8,3,2,3,1,2,3,1,1,1,3,2,1,2,deepseek-v4-flash,medium,0.01,stop,4367,185,,ok,,2026-06-20T19:48:35+00:00
anthropic/claude-sonnet-4.6,S08,F,S08_F,8,2,2,3,2,3,3,1,2,1,2,3,1,2,deepseek-v4-flash,medium,0.01,stop,4409,185,,ok,,2026-06-20T19:48:39+00:00
anthropic/claude-sonnet-4.6,S09,A,S09_A,8,3,3,3,3,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4468,185,,ok,,2026-06-20T19:48:43+00:00
anthropic/claude-sonnet-4.6,S09,B,S09_B,8,2,2,3,3,3,1,1,2,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,4299,185,,ok,,2026-06-20T19:48:47+00:00
anthropic/claude-sonnet-4.6,S09,C,S09_C,8,3,1,3,3,3,3,1,2,1,2,3,3,1,deepseek-v4-flash,medium,0.01,stop,4383,185,,ok,,2026-06-20T19:48:50+00:00
anthropic/claude-sonnet-4.6,S09,D,S09_D,8,1,2,3,3,3,1,1,3,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,5062,185,,ok,,2026-06-20T19:48:54+00:00
anthropic/claude-sonnet-4.6,S09,E,S09_E,8,3,2,3,3,3,3,2,2,1,2,3,3,1,deepseek-v4-flash,medium,0.01,stop,4380,185,,ok,,2026-06-20T19:48:58+00:00
anthropic/claude-sonnet-4.6,S09,F,S09_F,8,2,2,3,3,3,3,2,2,1,1,3,3,2,deepseek-v4-flash,medium,0.01,stop,4382,185,,ok,,2026-06-20T19:49:01+00:00
anthropic/claude-sonnet-4.6,S10,A,S10_A,8,3,3,3,3,3,3,1,2,1,2,3,2,1,deepseek-v4-flash,medium,0.01,stop,4470,185,,ok,,2026-06-20T19:49:05+00:00
anthropic/claude-sonnet-4.6,S10,B,S10_B,8,1,3,2,3,3,1,1,2,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,4387,185,,ok,,2026-06-20T19:49:09+00:00
anthropic/claude-sonnet-4.6,S10,C,S10_C,8,3,2,3,3,3,3,1,2,1,2,3,3,2,deepseek-v4-flash,medium,0.01,stop,4411,185,,ok,,2026-06-20T19:49:13+00:00
anthropic/claude-sonnet-4.6,S10,D,S10_D,8,1,2,3,2,3,1,1,3,1,2,3,2,1,deepseek-v4-flash,medium,0.01,stop,5217,185,,ok,,2026-06-20T19:49:17+00:00
anthropic/claude-sonnet-4.6,S10,E,S10_E,8,3,3,3,3,3,3,1,1,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4416,185,,ok,,2026-06-20T19:49:21+00:00
anthropic/claude-sonnet-4.6,S10,F,S10_F,8,2,2,3,3,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4442,185,,ok,,2026-06-20T19:49:25+00:00
anthropic/claude-sonnet-4.6,S01,A,S01_A,9,3,3,3,2,3,3,2,1,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4414,185,,ok,,2026-06-20T19:49:28+00:00
anthropic/claude-sonnet-4.6,S01,B,S01_B,9,2,2,2,3,3,3,1,2,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4320,185,,ok,,2026-06-20T19:49:32+00:00
anthropic/claude-sonnet-4.6,S01,C,S01_C,9,3,3,3,3,3,3,1,2,1,2,3,3,2,deepseek-v4-flash,medium,0.01,stop,4636,185,,ok,,2026-06-20T19:49:36+00:00
anthropic/claude-sonnet-4.6,S01,D,S01_D,9,2,2,3,3,3,3,3,3,1,1,3,2,3,deepseek-v4-flash,medium,0.01,stop,5183,185,,ok,,2026-06-20T19:49:40+00:00
anthropic/claude-sonnet-4.6,S01,E,S01_E,9,3,3,3,2,2,3,1,1,1,3,2,1,3,deepseek-v4-flash,medium,0.01,stop,4406,185,,ok,,2026-06-20T19:49:44+00:00
anthropic/claude-sonnet-4.6,S01,F,S01_F,9,2,2,3,2,3,3,1,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,4357,185,,ok,,2026-06-20T19:49:48+00:00
anthropic/claude-sonnet-4.6,S02,A,S02_A,9,3,2,3,2,2,3,1,1,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4384,185,,ok,,2026-06-20T19:49:51+00:00
anthropic/claude-sonnet-4.6,S02,B,S02_B,9,2,3,2,2,3,1,1,2,1,1,3,1,2,deepseek-v4-flash,medium,0.01,stop,4287,185,,ok,,2026-06-20T19:49:55+00:00
anthropic/claude-sonnet-4.6,S02,C,S02_C,9,3,3,3,2,3,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4358,185,,ok,,2026-06-20T19:49:59+00:00
anthropic/claude-sonnet-4.6,S02,D,S02_D,9,2,3,2,3,3,1,2,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,6055,185,,ok,,2026-06-20T19:50:03+00:00
anthropic/claude-sonnet-4.6,S02,E,S02_E,9,3,3,3,2,3,3,1,2,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4364,185,,ok,,2026-06-20T19:50:07+00:00
anthropic/claude-sonnet-4.6,S02,F,S02_F,9,3,3,3,2,3,3,1,2,1,2,2,2,2,deepseek-v4-flash,medium,0.01,stop,4397,185,,ok,,2026-06-20T19:50:11+00:00
anthropic/claude-sonnet-4.6,S03,A,S03_A,9,3,2,3,3,3,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4409,185,,ok,,2026-06-20T19:50:15+00:00
anthropic/claude-sonnet-4.6,S03,B,S03_B,9,3,2,3,3,3,3,1,2,1,3,3,2,3,deepseek-v4-flash,medium,0.01,stop,4642,185,,ok,,2026-06-20T19:50:19+00:00
anthropic/claude-sonnet-4.6,S03,C,S03_C,9,3,2,3,3,3,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4391,185,,ok,,2026-06-20T19:50:23+00:00
anthropic/claude-sonnet-4.6,S03,D,S03_D,9,1,1,3,2,3,1,1,3,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,6127,185,,ok,,2026-06-20T19:50:27+00:00
anthropic/claude-sonnet-4.6,S03,E,S03_E,9,3,2,3,3,3,3,1,2,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4415,185,,ok,,2026-06-20T19:50:31+00:00
anthropic/claude-sonnet-4.6,S03,F,S03_F,9,3,2,3,2,3,3,1,2,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4347,185,,ok,,2026-06-20T19:50:35+00:00
anthropic/claude-sonnet-4.6,S04,A,S04_A,9,3,3,3,3,3,3,2,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4443,185,,ok,,2026-06-20T19:50:38+00:00
anthropic/claude-sonnet-4.6,S04,B,S04_B,9,2,2,3,3,3,3,2,3,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,4391,185,,ok,,2026-06-20T19:50:42+00:00
anthropic/claude-sonnet-4.6,S04,C,S04_C,9,3,2,3,3,3,3,2,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4392,185,,ok,,2026-06-20T19:50:46+00:00
anthropic/claude-sonnet-4.6,S04,D,S04_D,9,2,2,3,3,3,3,2,3,1,1,3,3,2,deepseek-v4-flash,medium,0.01,stop,5421,185,,ok,,2026-06-20T19:50:50+00:00
anthropic/claude-sonnet-4.6,S04,E,S04_E,9,3,2,3,3,3,3,2,2,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4403,185,,ok,,2026-06-20T19:50:54+00:00
anthropic/claude-sonnet-4.6,S04,F,S04_F,9,3,2,3,3,3,3,2,2,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4419,185,,ok,,2026-06-20T19:50:58+00:00
anthropic/claude-sonnet-4.6,S05,A,S05_A,9,3,2,3,3,3,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4450,185,,ok,,2026-06-20T19:51:02+00:00
anthropic/claude-sonnet-4.6,S05,B,S05_B,9,2,2,2,3,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4288,185,,ok,,2026-06-20T19:51:06+00:00
anthropic/claude-sonnet-4.6,S05,C,S05_C,9,3,2,3,3,3,3,1,2,1,3,2,2,3,deepseek-v4-flash,medium,0.01,stop,4361,185,,ok,,2026-06-20T19:51:10+00:00
anthropic/claude-sonnet-4.6,S05,D,S05_D,9,2,2,3,3,3,3,3,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4980,185,,ok,,2026-06-20T19:51:13+00:00
anthropic/claude-sonnet-4.6,S05,E,S05_E,9,3,2,3,2,3,3,1,1,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4349,185,,ok,,2026-06-20T19:51:17+00:00
anthropic/claude-sonnet-4.6,S05,F,S05_F,9,2,2,3,2,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4380,185,,ok,,2026-06-20T19:51:21+00:00
anthropic/claude-sonnet-4.6,S06,A,S06_A,9,2,2,3,2,3,2,1,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,4459,185,,ok,,2026-06-20T19:51:25+00:00
anthropic/claude-sonnet-4.6,S06,B,S06_B,9,2,2,3,2,3,2,1,2,1,1,3,2,1,deepseek-v4-flash,medium,0.01,stop,4448,185,,ok,,2026-06-20T19:51:29+00:00
anthropic/claude-sonnet-4.6,S06,C,S06_C,9,3,2,3,3,3,3,1,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4525,185,,ok,,2026-06-20T19:51:33+00:00
anthropic/claude-sonnet-4.6,S06,D,S06_D,9,1,2,3,3,3,3,2,3,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,5648,185,,ok,,2026-06-20T19:51:37+00:00
anthropic/claude-sonnet-4.6,S06,E,S06_E,9,3,3,3,2,2,3,1,2,1,3,2,1,3,deepseek-v4-flash,medium,0.01,stop,4386,185,,ok,,2026-06-20T19:51:41+00:00
anthropic/claude-sonnet-4.6,S06,F,S06_F,9,2,2,3,3,3,2,1,3,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4457,185,,ok,,2026-06-20T19:51:45+00:00
anthropic/claude-sonnet-4.6,S07,A,S07_A,9,3,3,3,2,3,3,2,2,1,3,3,2,2,deepseek-v4-flash,medium,0.01,stop,4418,185,,ok,,2026-06-20T19:51:49+00:00
anthropic/claude-sonnet-4.6,S07,B,S07_B,9,1,2,2,2,3,1,1,3,1,1,3,2,1,deepseek-v4-flash,medium,0.01,stop,4429,185,,ok,,2026-06-20T19:51:52+00:00
anthropic/claude-sonnet-4.6,S07,C,S07_C,9,3,3,3,3,3,3,2,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4373,185,,ok,,2026-06-20T19:51:56+00:00
anthropic/claude-sonnet-4.6,S07,D,S07_D,9,1,1,3,2,3,1,1,3,1,1,3,2,1,deepseek-v4-flash,medium,0.01,stop,4896,185,,ok,,2026-06-20T19:52:00+00:00
anthropic/claude-sonnet-4.6,S07,E,S07_E,9,3,2,3,2,3,3,1,2,1,3,2,2,2,deepseek-v4-flash,medium,0.01,stop,4438,185,,ok,,2026-06-20T19:52:04+00:00
anthropic/claude-sonnet-4.6,S07,F,S07_F,9,2,2,3,2,3,3,1,2,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4364,185,,ok,,2026-06-20T19:52:08+00:00
anthropic/claude-sonnet-4.6,S08,A,S08_A,9,3,3,3,2,3,3,2,2,1,3,2,1,2,deepseek-v4-flash,medium,0.01,stop,4430,185,,ok,,2026-06-20T19:52:12+00:00
anthropic/claude-sonnet-4.6,S08,B,S08_B,9,2,2,2,2,3,3,1,2,1,1,3,2,2,deepseek-v4-flash,medium,0.01,stop,4441,185,,ok,,2026-06-20T19:52:15+00:00
anthropic/claude-sonnet-4.6,S08,C,S08_C,9,3,2,3,3,3,3,3,2,1,2,3,2,2,deepseek-v4-flash,medium,0.01,stop,4392,185,,ok,,2026-06-20T19:52:19+00:00
anthropic/claude-sonnet-4.6,S08,D,S08_D,9,1,1,2,2,3,1,1,3,1,1,3,2,1,deepseek-v4-flash,medium,0.01,stop,7213,185,,ok,,2026-06-20T19:52:23+00:00
anthropic/claude-sonnet-4.6,S08,E,S08_E,9,3,2,3,2,3,3,1,1,1,3,2,1,3,deepseek-v4-flash,medium,0.01,stop,4368,185,,ok,,2026-06-20T19:52:28+00:00
anthropic/claude-sonnet-4.6,S08,F,S08_F,9,2,2,3,2,3,3,1,2,1,2,3,1,2,deepseek-v4-flash,medium,0.01,stop,4374,185,,ok,,2026-06-20T19:52:32+00:00
anthropic/claude-sonnet-4.6,S09,A,S09_A,9,3,2,3,3,3,3,2,2,1,2,3,3,1,deepseek-v4-flash,medium,0.01,stop,4473,185,,ok,,2026-06-20T19:52:35+00:00
anthropic/claude-sonnet-4.6,S09,B,S09_B,9,1,1,2,3,3,1,1,2,1,1,3,3,1,deepseek-v4-flash,medium,0.01,stop,4286,185,,ok,,2026-06-20T19:52:39+00:00
