vignette_id,scenario_id,scenario_label,framing_id,framing_label,model,run_number,model_short,pos_emotion,neg_emotion,n_sentences
S02_D,S02,Breast Lump Awaiting Investigation,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.141404,0.042015,61
S02_E,S02,Breast Lump Awaiting Investigation,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.210538,0.109658,76
S02_F,S02,Breast Lump Awaiting Investigation,F,Humor / Irony,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.156621,0.095865,76
S03_A,S03,Chronic Lower Back Pain,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.219727,0.201938,70
S03_B,S03,Chronic Lower Back Pain,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.132376,0.106799,59
S03_C,S03,Chronic Lower Back Pain,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.145822,0.143158,69
S03_D,S03,Chronic Lower Back Pain,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.067496,0.087277,68
S03_E,S03,Chronic Lower Back Pain,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.190587,0.184478,66
S03_F,S03,Chronic Lower Back Pain,F,Humor / Irony,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.148007,0.11865,63
S04_A,S04,Child with Recurring Fevers,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.260892,0.113345,50
S04_B,S04,Child with Recurring Fevers,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.120697,0.081275,57
S04_C,S04,Child with Recurring Fevers,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.13288,0.08346,71
S04_D,S04,Child with Recurring Fevers,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.111612,0.047897,68
S04_E,S04,Child with Recurring Fevers,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.232467,0.075247,81
S04_F,S04,Child with Recurring Fevers,F,Humor / Irony,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.135646,0.087556,66
S05_A,S05,Newly Prescribed Antidepressants,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.229815,0.163945,75
S05_B,S05,Newly Prescribed Antidepressants,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.276252,0.089816,68
S05_C,S05,Newly Prescribed Antidepressants,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.259908,0.132445,67
S05_D,S05,Newly Prescribed Antidepressants,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.18416,0.064793,67
S05_E,S05,Newly Prescribed Antidepressants,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.217364,0.119136,45
S05_F,S05,Newly Prescribed Antidepressants,F,Humor / Irony,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.268053,0.105245,69
S06_A,S06,Abnormal Liver Function Tests,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.232987,0.15418,62
S06_B,S06,Abnormal Liver Function Tests,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.123479,0.040709,60
S06_C,S06,Abnormal Liver Function Tests,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.177538,0.090098,68
S06_D,S06,Abnormal Liver Function Tests,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.108002,0.048815,73
S06_E,S06,Abnormal Liver Function Tests,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.28703,0.13105,49
S06_F,S06,Abnormal Liver Function Tests,F,Humor / Irony,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.164978,0.091557,58
S07_A,S07,Heart Palpitations,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.263232,0.175841,66
S07_B,S07,Heart Palpitations,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.161775,0.064008,46
S07_C,S07,Heart Palpitations,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.12109,0.113012,76
S07_D,S07,Heart Palpitations,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.116798,0.037572,60
S07_E,S07,Heart Palpitations,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.198701,0.150169,56
S07_F,S07,Heart Palpitations,F,Humor / Irony,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.203134,0.117148,48
S08_A,S08,Difficulty Conceiving,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.241086,0.223316,62
S08_B,S08,Difficulty Conceiving,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.143336,0.053143,64
S08_C,S08,Difficulty Conceiving,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.186025,0.101937,69
S08_D,S08,Difficulty Conceiving,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.109309,0.05159,83
S08_E,S08,Difficulty Conceiving,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.224816,0.155782,55
S08_F,S08,Difficulty Conceiving,F,Humor / Irony,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.111981,0.091306,67
S09_A,S09,Post-Surgical Wound Concerns,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.253512,0.118024,59
S09_B,S09,Post-Surgical Wound Concerns,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.148224,0.089177,35
S09_C,S09,Post-Surgical Wound Concerns,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.187877,0.103758,46
S09_D,S09,Post-Surgical Wound Concerns,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.05987,0.055071,68
S09_E,S09,Post-Surgical Wound Concerns,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.215886,0.133101,32
S09_F,S09,Post-Surgical Wound Concerns,F,Humor / Irony,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.18973,0.06883,33
S10_A,S10,Persistent Headaches,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.176083,0.139169,57
S10_B,S10,Persistent Headaches,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.066782,0.097195,55
S10_C,S10,Persistent Headaches,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.103786,0.128251,75
S10_D,S10,Persistent Headaches,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.092103,0.058318,63
S10_E,S10,Persistent Headaches,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.248263,0.186903,47
S10_F,S10,Persistent Headaches,F,Humor / Irony,qwen/qwen3.5-397b-a17b,6,Qwen 3.5,0.139805,0.066834,55
S01_A,S01,New Type 2 Diabetes Diagnosis,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.223684,0.14916,75
S01_B,S01,New Type 2 Diabetes Diagnosis,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.236643,0.047232,70
S01_C,S01,New Type 2 Diabetes Diagnosis,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.177395,0.100227,95
S01_D,S01,New Type 2 Diabetes Diagnosis,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.157534,0.043311,63
S01_E,S01,New Type 2 Diabetes Diagnosis,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.155596,0.139776,88
S01_F,S01,New Type 2 Diabetes Diagnosis,F,Humor / Irony,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.25601,0.055963,61
S02_A,S02,Breast Lump Awaiting Investigation,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.277201,0.132536,68
S02_B,S02,Breast Lump Awaiting Investigation,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.21074,0.081135,60
S02_C,S02,Breast Lump Awaiting Investigation,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.206648,0.12884,52
S02_D,S02,Breast Lump Awaiting Investigation,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.154557,0.048754,62
S02_E,S02,Breast Lump Awaiting Investigation,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.155603,0.07582,71
S02_F,S02,Breast Lump Awaiting Investigation,F,Humor / Irony,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.160387,0.089996,71
S03_A,S03,Chronic Lower Back Pain,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.24464,0.192535,74
S03_B,S03,Chronic Lower Back Pain,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.130576,0.076976,58
S03_C,S03,Chronic Lower Back Pain,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.127203,0.171935,74
S03_D,S03,Chronic Lower Back Pain,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.087099,0.101069,60
S03_E,S03,Chronic Lower Back Pain,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.190016,0.121054,65
S03_F,S03,Chronic Lower Back Pain,F,Humor / Irony,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.170374,0.125868,69
S04_A,S04,Child with Recurring Fevers,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.223487,0.145008,55
S04_B,S04,Child with Recurring Fevers,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.181738,0.071417,52
S04_C,S04,Child with Recurring Fevers,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.163686,0.111173,68
S04_D,S04,Child with Recurring Fevers,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.099673,0.062741,68
S04_E,S04,Child with Recurring Fevers,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.243637,0.119312,64
S04_F,S04,Child with Recurring Fevers,F,Humor / Irony,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.151612,0.064942,56
S05_A,S05,Newly Prescribed Antidepressants,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.296419,0.154223,75
S05_B,S05,Newly Prescribed Antidepressants,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.264335,0.083708,59
S05_C,S05,Newly Prescribed Antidepressants,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.278661,0.137411,73
S05_D,S05,Newly Prescribed Antidepressants,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.133887,0.079626,85
S05_E,S05,Newly Prescribed Antidepressants,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.1935,0.151288,51
S05_F,S05,Newly Prescribed Antidepressants,F,Humor / Irony,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.241545,0.100223,61
S06_A,S06,Abnormal Liver Function Tests,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.21934,0.112322,65
S06_B,S06,Abnormal Liver Function Tests,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.145149,0.046188,63
S06_C,S06,Abnormal Liver Function Tests,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.194324,0.062991,57
S06_D,S06,Abnormal Liver Function Tests,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.078072,0.036179,91
S06_E,S06,Abnormal Liver Function Tests,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.264578,0.097229,60
S06_F,S06,Abnormal Liver Function Tests,F,Humor / Irony,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.206863,0.062294,52
S07_A,S07,Heart Palpitations,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.229799,0.160573,60
S07_B,S07,Heart Palpitations,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.11644,0.052209,50
S07_C,S07,Heart Palpitations,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.1243,0.110168,69
S07_D,S07,Heart Palpitations,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.106898,0.039392,69
S07_E,S07,Heart Palpitations,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.248761,0.127502,70
S07_F,S07,Heart Palpitations,F,Humor / Irony,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.251173,0.118451,47
S08_A,S08,Difficulty Conceiving,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.215666,0.209809,70
S08_B,S08,Difficulty Conceiving,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.174112,0.04285,60
S08_C,S08,Difficulty Conceiving,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.139035,0.116234,77
S08_D,S08,Difficulty Conceiving,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.099399,0.066482,81
S08_E,S08,Difficulty Conceiving,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.235668,0.137419,74
S08_F,S08,Difficulty Conceiving,F,Humor / Irony,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.144115,0.071338,77
S09_A,S09,Post-Surgical Wound Concerns,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.243529,0.111262,49
S09_B,S09,Post-Surgical Wound Concerns,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.211243,0.103424,30
S09_C,S09,Post-Surgical Wound Concerns,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.185452,0.113585,46
S09_D,S09,Post-Surgical Wound Concerns,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.052389,0.067394,58
S09_E,S09,Post-Surgical Wound Concerns,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.408864,0.07758,23
S09_F,S09,Post-Surgical Wound Concerns,F,Humor / Irony,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.206318,0.05453,23
S10_A,S10,Persistent Headaches,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.223927,0.126792,59
S10_B,S10,Persistent Headaches,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.070734,0.129237,52
S10_C,S10,Persistent Headaches,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.190716,0.107646,75
S10_D,S10,Persistent Headaches,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.086712,0.070916,79
S10_E,S10,Persistent Headaches,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.188988,0.144835,61
S10_F,S10,Persistent Headaches,F,Humor / Irony,qwen/qwen3.5-397b-a17b,7,Qwen 3.5,0.150681,0.165289,51
S01_A,S01,New Type 2 Diabetes Diagnosis,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.229921,0.108531,62
S01_B,S01,New Type 2 Diabetes Diagnosis,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.21283,0.046133,77
S01_C,S01,New Type 2 Diabetes Diagnosis,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.233427,0.130415,89
S01_D,S01,New Type 2 Diabetes Diagnosis,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.113455,0.042717,50
S01_E,S01,New Type 2 Diabetes Diagnosis,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.218726,0.107459,72
S01_F,S01,New Type 2 Diabetes Diagnosis,F,Humor / Irony,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.22884,0.082407,67
S02_A,S02,Breast Lump Awaiting Investigation,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.240679,0.17042,59
S02_B,S02,Breast Lump Awaiting Investigation,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.236539,0.066021,56
S02_C,S02,Breast Lump Awaiting Investigation,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.224433,0.112433,51
S02_D,S02,Breast Lump Awaiting Investigation,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.177465,0.040739,64
S02_E,S02,Breast Lump Awaiting Investigation,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.14957,0.093603,74
S02_F,S02,Breast Lump Awaiting Investigation,F,Humor / Irony,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.171939,0.129191,71
S03_A,S03,Chronic Lower Back Pain,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.210669,0.188796,76
S03_B,S03,Chronic Lower Back Pain,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.14342,0.124834,58
S03_C,S03,Chronic Lower Back Pain,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.112943,0.099492,60
S03_D,S03,Chronic Lower Back Pain,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.095426,0.058244,64
S03_E,S03,Chronic Lower Back Pain,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.225868,0.146145,75
S03_F,S03,Chronic Lower Back Pain,F,Humor / Irony,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.140629,0.107499,80
S04_A,S04,Child with Recurring Fevers,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.22052,0.12205,60
S04_B,S04,Child with Recurring Fevers,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.12615,0.057792,50
S04_C,S04,Child with Recurring Fevers,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.143978,0.085839,66
S04_D,S04,Child with Recurring Fevers,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.104718,0.054105,62
S04_E,S04,Child with Recurring Fevers,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.164102,0.139564,73
S04_F,S04,Child with Recurring Fevers,F,Humor / Irony,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.177579,0.111464,64
S05_A,S05,Newly Prescribed Antidepressants,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.255107,0.149871,68
S05_B,S05,Newly Prescribed Antidepressants,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.241541,0.110571,68
S05_C,S05,Newly Prescribed Antidepressants,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.235518,0.125884,82
S05_D,S05,Newly Prescribed Antidepressants,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.157348,0.048579,62
S05_E,S05,Newly Prescribed Antidepressants,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.257961,0.147251,48
S05_F,S05,Newly Prescribed Antidepressants,F,Humor / Irony,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.218019,0.114864,72
S06_A,S06,Abnormal Liver Function Tests,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.239723,0.144336,58
S06_B,S06,Abnormal Liver Function Tests,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.155311,0.048222,54
S06_C,S06,Abnormal Liver Function Tests,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.170194,0.077421,73
S06_D,S06,Abnormal Liver Function Tests,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.103939,0.043197,76
S06_E,S06,Abnormal Liver Function Tests,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.235348,0.118227,58
S06_F,S06,Abnormal Liver Function Tests,F,Humor / Irony,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.199947,0.06923,56
S07_A,S07,Heart Palpitations,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.22838,0.156142,63
S07_B,S07,Heart Palpitations,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.133998,0.061522,52
S07_C,S07,Heart Palpitations,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.1851,0.082838,67
S07_D,S07,Heart Palpitations,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.130783,0.029179,50
S07_E,S07,Heart Palpitations,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.247015,0.092791,54
S07_F,S07,Heart Palpitations,F,Humor / Irony,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.220587,0.113711,57
S08_A,S08,Difficulty Conceiving,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.249025,0.178449,55
S08_B,S08,Difficulty Conceiving,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.167914,0.046255,49
S08_C,S08,Difficulty Conceiving,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.144458,0.089172,67
S08_D,S08,Difficulty Conceiving,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.092959,0.04292,86
S08_E,S08,Difficulty Conceiving,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.20923,0.171889,66
S08_F,S08,Difficulty Conceiving,F,Humor / Irony,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.129969,0.082753,73
S09_A,S09,Post-Surgical Wound Concerns,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.294817,0.112318,50
S09_B,S09,Post-Surgical Wound Concerns,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.145437,0.078203,36
S09_C,S09,Post-Surgical Wound Concerns,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.167981,0.128014,46
S09_D,S09,Post-Surgical Wound Concerns,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.067932,0.073588,72
S09_E,S09,Post-Surgical Wound Concerns,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.494524,0.188663,19
S09_F,S09,Post-Surgical Wound Concerns,F,Humor / Irony,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.195344,0.062696,27
S10_A,S10,Persistent Headaches,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.158122,0.166705,53
S10_B,S10,Persistent Headaches,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.108927,0.071061,41
S10_C,S10,Persistent Headaches,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.145405,0.148099,68
S10_D,S10,Persistent Headaches,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.094627,0.066951,66
S10_E,S10,Persistent Headaches,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.194797,0.105131,58
S10_F,S10,Persistent Headaches,F,Humor / Irony,qwen/qwen3.5-397b-a17b,8,Qwen 3.5,0.162207,0.102536,52
S01_A,S01,New Type 2 Diabetes Diagnosis,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,9,Qwen 3.5,0.240011,0.119891,63
S01_B,S01,New Type 2 Diabetes Diagnosis,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,9,Qwen 3.5,0.178542,0.047188,72
S01_C,S01,New Type 2 Diabetes Diagnosis,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,9,Qwen 3.5,0.231104,0.099923,81
S01_D,S01,New Type 2 Diabetes Diagnosis,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,9,Qwen 3.5,0.117857,0.035737,56
S01_E,S01,New Type 2 Diabetes Diagnosis,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,9,Qwen 3.5,0.218227,0.115656,74
S01_F,S01,New Type 2 Diabetes Diagnosis,F,Humor / Irony,qwen/qwen3.5-397b-a17b,9,Qwen 3.5,0.230974,0.103489,53
S02_A,S02,Breast Lump Awaiting Investigation,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,9,Qwen 3.5,0.30071,0.160034,54
S02_B,S02,Breast Lump Awaiting Investigation,B,Stoic / Minimal,qwen/qwen3.5-397b-a17b,9,Qwen 3.5,0.209154,0.083472,61
S02_C,S02,Breast Lump Awaiting Investigation,C,Angry / Frustrated,qwen/qwen3.5-397b-a17b,9,Qwen 3.5,0.222301,0.122092,49
S02_D,S02,Breast Lump Awaiting Investigation,D,Hyper-rational / Information-seeking,qwen/qwen3.5-397b-a17b,9,Qwen 3.5,0.16477,0.041561,71
S02_E,S02,Breast Lump Awaiting Investigation,E,Overwhelmed / Defeated,qwen/qwen3.5-397b-a17b,9,Qwen 3.5,0.221942,0.110344,60
S02_F,S02,Breast Lump Awaiting Investigation,F,Humor / Irony,qwen/qwen3.5-397b-a17b,9,Qwen 3.5,0.153328,0.110086,64
S03_A,S03,Chronic Lower Back Pain,A,Anxious / Catastrophising,qwen/qwen3.5-397b-a17b,9,Qwen 3.5,0.172383,0.229496,69
